LonIdx,LatIdx,Longitude,Latitude,LandFrac,Region,UTMx,UTMy
211,127,-96.25,29.685863,1.0,2,185.47596132317057,3288.3980991829335
212,127,-95.0,29.685863,0.8341206,2,306.4798316068541,3285.6504626029323
222,127,-82.5,29.685863,0.92727685,2,1518.7893074679378,3330.5400922238778
196,128,-115.0,30.628273,1.0,2,-1633.1553436069219,3603.721122583828
198,128,-112.5,30.628273,1.0,2,-1386.0913313110034,3555.9959981212223
199,128,-111.25,30.628273,1.0,2,-1263.1947303241568,3534.579372227581
200,128,-110.0,30.628273,1.0,2,-1140.6893446722681,3514.742539586232
201,128,-108.75,30.628273,1.0,2,-1018.550185357929,3496.4511222403094
202,128,-107.5,30.628273,1.0,2,-896.751797118434,3479.6736101019847
203,128,-106.25,30.628273,1.0,2,-775.2683243064035,3464.381263812441
204,128,-105.0,30.628273,1.0,2,-654.0735687212164,3450.548025849986
205,128,-103.75,30.628273,1.0,2,-533.1410403649485,3438.1504397261
206,128,-102.5,30.628273,1.0,2,-412.4440020064579,3427.16757710476
207,128,-101.25,30.628273,1.0,2,-291.9555083579953,3417.58097268171
208,128,-100.0,30.628273,1.0,2,-171.64844059950136,3409.374566666418
209,128,-98.75,30.628273,1.0,2,-51.49553692565742,3402.5346547192457
210,128,-97.5,30.628273,1.0,2,68.53058026067708,3397.0498452091524
211,128,-96.25,30.628273,1.0,2,188.4573799285567,3392.9110236724864
212,128,-95.0,30.628273,1.0,2,308.31240022852273,3390.1113243704317
213,128,-93.75,30.628273,1.0,2,428.1232280166483,3388.646108861217
214,128,-92.5,30.628273,1.0,2,547.9174796003826,3388.5129515226968
215,128,-91.25,30.628273,1.0,2,667.7227822294824,3389.7116319813276
216,128,-90.0,30.628273,1.0,2,787.5667558650036,3392.244134424313
220,128,-85.0,30.628273,1.0,2,1267.880451235283,3415.829747771104
221,128,-83.75,30.628273,1.0,2,1388.33048520777,3425.1391037779313
222,128,-82.5,30.628273,1.0,2,1508.9836529781735,3435.8413152923144
196,129,-115.0,31.57068,1.0,2,-1610.6105040175844,3711.691816413442
197,129,-113.75,31.57068,1.0,2,-1488.3382176050864,3686.6218303163096
198,129,-112.5,31.57068,1.0,2,-1366.468887840856,3663.2287768498686
199,129,-111.25,31.57068,1.0,2,-1244.9814130924146,3641.472852556698
200,129,-110.0,31.57068,1.0,2,-1123.853965900145,3621.31725864291
201,129,-108.75,31.57068,1.0,2,-1003.0640853134045,3602.728096533946
202,129,-107.5,31.57068,1.0,2,-882.5887588594679,3585.6742708722804
203,129,-106.25,31.57068,1.0,2,-762.4044953079195,3570.127399930621
204,129,-105.0,31.57068,1.0,2,-642.4873892875316,3556.0617333830664
205,129,-103.75,31.57068,1.0,2,-522.8131787181801,3543.4540773550675
206,129,-102.5,31.57068,1.0,2,-403.3572959362571,3532.283726659264
207,129,-101.25,31.57068,1.0,2,-284.09491331763076,3522.532404116939
208,129,-100.0,31.57068,1.0,2,-165.00098413692078,3514.1842068628457
209,129,-98.75,31.57068,1.0,2,-46.05027934497735,3507.225559533489
210,129,-97.5,31.57068,1.0,2,72.78257910246134,3501.645174244728
211,129,-96.25,31.57068,1.0,2,191.52308777344197,3497.434017273315
212,129,-95.0,31.57068,1.0,2,310.19683358877813,3494.5852823677715
213,129,-93.75,31.57068,1.0,2,428.82946742212994,3493.0943706267362
214,129,-92.5,31.57068,1.0,2,547.446678963414,3492.9588768968306
215,129,-91.25,31.57068,1.0,2,666.0741723531172,3494.178582657053
216,129,-90.0,31.57068,1.0,2,784.7376421044003,3496.7554553722157
217,129,-88.75,31.57068,1.0,2,903.4627488334183,3500.693654313862
218,129,-87.5,31.57068,1.0,2,1022.275094315924,3505.9995428629372
219,129,-86.25,31.57068,1.0,2,1141.2001953800573,3512.681707324172
220,129,-85.0,31.57068,1.0,2,1260.2634561311077,3520.7509822971833
221,129,-83.75,31.57068,1.0,2,1379.4901379838268,3530.2204826635016
222,129,-82.5,31.57068,1.0,2,1498.9053269513552,3541.105642261651
195,130,-116.25,32.51309,1.0,2,-1708.650506378136,3846.585057759378
196,130,-115.0,32.51309,1.0,2,-1587.5044596864454,3819.4298534682775
197,130,-113.75,32.51309,1.0,2,-1466.7426211072016,3794.010791817743
198,130,-112.5,32.51309,1.0,2,-1346.347482507397,3770.2857822073315
199,130,-111.25,32.51309,1.0,2,-1226.3006087465865,3748.2157502544583
200,130,-110.0,32.51309,1.0,2,-1106.5827476662628,3727.764536794656
201,130,-108.75,32.51309,1.0,2,-987.1739285181702,3708.8988031423683
202,130,-107.5,32.51309,1.0,2,-868.053550063564,3691.587942732354
203,130,-106.25,32.51309,1.0,2,-749.2004594693575,3675.8039992092886
204,130,-105.0,32.51309,1.0,2,-630.5930230309716,3661.5215909927283
205,130,-103.75,32.51309,1.0,2,-512.209189665092,3648.717842314036
206,130,-102.5,32.51309,1.0,2,-394.02654803799754,3637.372320699818
207,130,-101.25,32.51309,1.0,2,-276.0223781261051,3627.466980861188
208,130,-100.0,32.51309,1.0,2,-158.1736979445744,3618.986114938866
209,130,-98.75,32.51309,1.0,2,-40.457306126551586,3611.916309049474
210,130,-97.5,32.51309,1.0,2,77.1501790102973,3606.2464060777397
211,130,-96.25,32.51309,1.0,2,194.67228331242978,3601.967474661801
212,130,-95.0,32.51309,1.0,2,312.13264298928755,3599.0727843238537
213,130,-93.75,32.51309,1.0,2,429.5549726237752,3597.557786705472
214,130,-92.5,32.51309,1.0,2,546.9630344761051,3597.420102875509
215,130,-91.25,32.51309,1.0,2,664.3806085773464,3598.659516688211
216,130,-90.0,32.51309,1.0,2,781.8314631178761,3601.2779741796244
217,130,-88.75,32.51309,1.0,2,899.3393246393022,3605.279589001215
218,130,-87.5,32.51309,1.0,2,1016.9278475361789,3610.6706539004604
219,130,-86.25,32.51309,1.0,2,1134.6205823660707,3617.45965826875
220,130,-85.0,32.51309,1.0,2,1252.4409424530872,3625.657311786798
221,130,-83.75,32.51309,1.0,2,1370.4121682508364,3635.276574206649
222,130,-82.5,32.51309,1.0,2,1488.5572889055952,3646.3326913167675
223,130,-81.25,32.51309,0.94401133,2,1606.8990804291855,3658.8432371421636
195,131,-116.25,33.455498,1.0,2,-1683.4136085608359,3954.4213259094786
196,131,-115.0,33.455498,1.0,2,-1563.8466311523218,3926.932843524071
197,131,-113.75,33.455498,1.0,2,-1444.625260539711,3901.1944819080227
198,131,-112.5,33.455498,1.0,2,-1325.7346840205976,3877.165073911932
199,131,-111.25,33.455498,1.0,2,-1207.159073914496,3854.8063623795224
200,131,-110.0,33.455498,1.0,2,-1088.8817025503108,3834.0829099869065
201,131,-108.75,33.455498,1.0,2,-970.8850458723354,3814.962014217513
202,131,-107.5,33.455498,1.0,2,-853.150876840064,3797.4136276864965
203,131,-106.25,33.455498,1.0,2,-735.660349702796,3781.4102839678226
204,131,-105.0,33.455498,1.0,2,-618.3940761437462,3766.9270290287886
205,131,-103.75,33.455498,1.0,2,-501.33219421012336,3753.9413583385845
206,131,-102.5,33.455498,1.0,2,-384.4544308750607,3742.4331596880475
207,131,-101.25,33.455498,1.0,2,-267.7401590141386,3732.3846617356016
208,131,-100.0,33.455498,1.0,2,-151.16844952326116,3723.780388278373
209,131,-98.75,33.455498,1.0,2,-34.71811925543507,3716.6071182365495
210,131,-97.5,33.455498,1.0,2,81.63222458865633,3710.8538513323715
211,131,-96.25,33.455498,1.0,2,197.90414301781746,3706.511779441903
212,131,-95.0,33.455498,1.0,2,314.11932618722426,3703.574263597333
213,131,-93.75,33.455498,1.0,2,430.2995561716887,3702.036816619338
214,131,-92.5,33.455498,1.0,2,546.4666710510726,3701.8970913625626
215,131,-91.25,33.455498,1.0,2,662.6425297973317,3703.154874562011
216,131,-90.0,33.455498,1.0,2,778.8489774610072,3705.812086273757
217,131,-88.75,33.455498,1.0,2,895.107810158152,3709.8727849093366
218,131,-87.5,33.455498,1.0,2,1011.4407393565727,3715.343177869291
219,131,-86.25,33.455498,1.0,2,1127.8693549529469,3722.2316377869556
220,131,-85.0,33.455498,1.0,2,1244.4150866197572,3730.5487243985967
221,131,-83.75,33.455498,1.0,2,1361.0991628829731,3740.3072120597913
222,131,-82.5,33.455498,1.0,2,1477.9425673678415,3751.5221229300714
223,131,-81.25,33.455498,1.0,2,1594.9659916208802,3764.2107658480145
224,131,-80.0,33.455498,0.9611794,2,1712.1897838809828,3778.3927809162446
194,132,-117.5,34.397907,1.0,2,-1775.8838205702175,4091.5821384060387
195,132,-116.25,34.397907,1.0,2,-1657.6059881823985,4061.987774976438
196,132,-115.0,34.397907,1.0,2,-1539.6466298443843,4034.198258801712
197,132,-113.75,34.397907,1.0,2,-1421.9947792826836,4008.1705519129023
198,132,-112.5,34.397907,1.0,2,-1304.6382452703367,3983.864498102799
199,132,-111.25,34.397907,1.0,2,-1187.5637429457427,3961.242739809881
200,132,-110.0,34.397907,1.0,2,-1070.7570128150162,3940.2706386830555
201,132,-108.75,34.397907,1.0,2,-954.2029286377947,3920.9162002054236
202,132,-107.5,34.397907,1.0,2,-837.8855953078154,3903.1500026740982
203,132,-106.25,34.397907,1.0,2,-721.7884377571263,3886.945130765931
204,132,-105.0,34.397907,1.0,2,-605.8942818367256,3872.2771138640514
205,132,-103.75,34.397907,1.0,2,-490.18542805674497,3859.123869275528
206,132,-102.5,34.397907,1.0,2,-374.6437190060453,3847.4656504346976
207,132,-101.25,34.397907,1.0,2,-259.2506012140849,3837.2850001584593
208,132,-100.0,34.397907,1.0,2,-143.98718216712015,3828.5667089979165
209,132,-98.75,34.397907,1.0,2,-28.83428314587695,3821.297778714191
210,132,-97.5,34.397907,1.0,2,86.22751148724596,3815.4673908940613
211,132,-96.25,34.397907,1.0,2,201.21780795689986,3811.0668807126267
212,132,-95.0,34.397907,1.0,2,316.15635913300326,3808.089715844693
213,132,-93.75,34.397907,1.0,2,431.06302243484856,3806.531480523495
214,132,-92.5,34.397907,1.0,2,545.9577190552311,3806.389864744084
215,132,-91.25,34.397907,1.0,2,660.8603939914589,3807.664658608815
216,132,-90.0,34.397907,1.0,2,775.7909763778583,3810.3577518133234
217,132,-88.75,34.397907,1.0,2,890.7693396173462,3814.473138272861
218,132,-87.5,34.397907,1.0,2,1005.8152608076683,3820.0169258903056
219,132,-86.25,34.397907,1.0,2,1120.948378951104,3826.997351468275
220,132,-85.0,34.397907,1.0,2,1236.1881514247054,3835.4248007681012
221,132,-83.75,34.397907,1.0,2,1351.553808171432,3845.311833717425
222,132,-82.5,34.397907,1.0,2,1467.0643030507174,3856.673214765515
223,132,-81.25,34.397907,1.0,2,1582.7382617599808,3869.525948380428
224,132,-80.0,34.397907,1.0,2,1698.5939257061814,3883.8893196742997
225,132,-78.75,34.397907,0.99070257,2,1814.6490911685169,3899.78494013174
192,133,-120.0,35.340313,0.90127116,2,-1981.9072365486502,4264.516235716895
193,133,-118.75,35.340313,1.0,2,-1864.7288524970295,4230.882039466453
194,133,-117.5,35.340313,1.0,2,-1747.8410224022734,4199.153093095556
195,133,-116.25,35.340313,1.0,2,-1631.238443576933,4169.281846890482
196,133,-115.0,35.340313,1.0,2,-1514.9142079741514,4141.223653938451
197,133,-113.75,35.340313,1.0,2,-1398.859963592591,4114.936695271297
198,133,-112.5,35.340313,1.0,2,-1283.0660615193065,4090.381906357736
199,133,-111.25,35.340313,1.0,2,-1167.521689886595,4067.5229056209805
200,133,-110.0,35.340313,1.0,2,-1052.2149959376768,4046.325925538565
201,133,-108.75,35.340313,1.0,2,-937.1331973174946,4026.7597467796354
202,133,-107.5,35.340313,1.0,2,-822.2626836301176,4008.795635749085
203,133,-106.25,35.340313,1.0,2,-707.5891092336234,3992.4072858359204
204,133,-105.0,35.340313,1.0,2,-593.097478177469,3977.5707626030708
205,133,-103.75,35.340313,1.0,2,-478.77222212644085,3964.2644531060573
206,133,-102.5,35.340313,1.0,2,-364.59727205948775,3952.4690194868876
207,133,-101.25,35.340313,1.0,2,-250.55612448108778,3942.1673569561117
208,133,-100.0,35.340313,1.0,2,-136.6319028373804,3933.3445562489214
209,133,-98.75,35.340313,1.0,2,-22.807414788872585,3925.9878706196314
210,133,-97.5,35.340313,1.0,2,90.934794043781,3920.08668742183
211,133,-96.25,35.340313,1.0,2,204.61238927485817,3915.6325043082775
212,133,-95.0,35.340313,1.0,2,318.24319932903376,3912.6189100745446
213,133,-93.75,35.340313,1.0,2,431.845168857633,3911.041570162722
214,133,-92.5,35.340313,1.0,2,545.4363134722922,3910.898216835894
215,133,-91.25,35.340313,1.0,2,659.0346752843418,3912.188644029776
216,133,-90.0,35.340313,1.0,2,772.6582787453361,3914.9147068846323
217,133,-88.75,35.340313,1.0,2,886.3250862868761,3919.0803259577324
218,133,-87.5,35.340313,1.0,2,1000.0529532560602,3924.69149611384
219,133,-86.25,35.340313,1.0,2,1113.8595816366492,3931.7563000880514
220,133,-85.0,35.340313,1.0,2,1227.762472035271,3940.2849267112438
221,133,-83.75,35.340313,1.0,2,1341.7788733966815,3950.2896937830737
222,133,-82.5,35.340313,1.0,2,1455.9257298921539,3961.7850755702375
223,133,-81.25,35.340313,1.0,2,1570.2196244004265,3974.7877348981697
224,133,-80.0,35.340313,1.0,2,1684.6767179712124,3989.3165597917987
225,133,-78.75,35.340313,1.0,2,1799.312684626883,4005.3927046048043
226,133,-77.5,35.340313,1.0,2,1914.1426408186098,4023.0396355561634
192,134,-120.0,36.282722,1.0,2,-1949.758816413362,4372.275232465365
193,134,-118.75,36.282722,1.0,2,-1834.3679882335039,4338.391570766573
194,134,-117.5,36.282722,1.0,2,-1719.2231073402204,4306.416019496526
195,134,-116.25,36.282722,1.0,2,-1604.321516986715,4276.302624504581
196,134,-115.0,36.282722,1.0,2,-1489.6588920063375,4248.008177930365
197,134,-113.75,36.282722,1.0,2,-1375.2294005488839,4221.492156897563
198,134,-112.5,36.282722,1.0,2,-1261.0258521755338,4196.716662397167
199,134,-111.25,36.282722,1.0,2,-1147.039833468009,4173.646359104306
200,134,-110.0,36.282722,1.0,2,-1033.2618322437934,4152.24841675206
201,134,-108.75,36.282722,1.0,2,-919.6813514060103,4132.492453581844
202,134,-107.5,36.282722,1.0,2,-806.2870133950747,4114.350482301378
203,134,-106.25,36.282722,1.0,2,-693.0666561503206,4097.796858905743
204,134,-105.0,36.282722,1.0,2,-580.0074214340065,4082.808234653105
205,134,-103.75,36.282722,1.0,2,-467.09583631794726,4069.363511432787
206,134,-102.5,36.282722,1.0,2,-354.3178885847271,4057.443800718083
207,134,-101.25,36.282722,1.0,2,-241.65909675124928,4047.032386258452
208,134,-100.0,36.282722,1.0,2,-129.10457538242557,4038.114690634395
209,134,-98.75,36.282722,1.0,2,-16.639096327045525,4030.6782457723716
210,134,-97.5,36.282722,1.0,2,95.75285352357774,4024.7126674958567
211,134,-96.25,36.282722,1.0,2,208.08701738079293,4020.209634171187
212,134,-95.0,36.282722,1.0,2,320.37931605721064,4017.16286949258
213,134,-93.75,36.282722,1.0,2,432.64579728711567,4015.5681294390033
214,134,-92.5,36.282722,1.0,2,544.9025863517186,4015.4231934258623
215,134,-91.25,36.282722,1.0,2,657.16583750287,4016.7278596662013
216,134,-90.0,36.282722,1.0,2,769.4516856852892,4019.4839447488635
217,134,-88.75,36.282722,1.0,2,881.7761980598355,4023.6952874342687
218,134,-87.5,36.282722,1.0,2,994.1553248287012,4029.3677566617575
219,134,-86.25,36.282722,1.0,2,1106.6048488577512,4036.509263755318
220,134,-85.0,36.282722,1.0,2,1219.1403335814853,4045.1297788064617
221,134,-83.75,36.282722,1.0,2,1331.7770686622814,4055.2413512036997
222,134,-82.5,36.282722,1.0,2,1444.5300128575861,4066.858134266715
223,134,-81.25,36.282722,1.0,2,1557.4137335266073,4079.996413929695
224,134,-80.0,36.282722,1.0,2,1670.4423421816912,4094.6746414014997
225,134,-78.75,36.282722,1.0,2,1783.6294254589557,4110.913469709887
226,134,-77.5,36.282722,1.0,2,1896.987970847889,4128.735794012102
227,134,-76.25,36.282722,0.8868754,2,2010.5302864804926,4148.166795523953
191,135,-121.25,37.225132,0.9471317,2,-2030.7822477112463,4515.696922379006
192,135,-120.0,37.225132,1.0,2,-1917.0009684759389,4479.647792321456
193,135,-118.75,37.225132,1.0,2,-1803.4203291210383,4445.554140541365
194,135,-117.5,37.225132,1.0,2,-1690.042091596969,4413.36904597002
195,135,-116.25,37.225132,1.0,2,-1576.866123611575,4383.048222552504
196,135,-115.0,37.225132,1.0,2,-1463.8905735744281,4354.549972683842
197,135,-113.75,37.225132,1.0,2,-1351.112031605418,4327.835138850097
198,135,-112.5,37.225132,1.0,2,-1238.5256776866024,4302.867054407531
199,135,-111.25,37.225132,1.0,2,-1126.1254179917155,4279.611494295374
200,135,-110.0,37.225132,1.0,2,-1013.9040103803051,4258.036626357922
201,135,-108.75,37.225132,1.0,2,-901.8531799947815,4238.1129638477005
202,135,-107.5,37.225132,1.0,2,-789.963725850008,4219.813319591538
203,135,-106.25,37.225132,1.0,2,-678.2256192573711,4203.112762223866
204,135,-105.0,37.225132,1.0,2,-566.6280948793736,4187.988574825186
205,135,-103.75,37.225132,1.0,2,-455.1597351671648,4174.4202162466245
206,135,-102.5,37.225132,1.0,2,-343.80854889262224,4162.389285353146
207,135,-101.25,37.225132,1.0,2,-232.56204444879353,4151.879488376666
208,135,-100.0,37.225132,1.0,2,-121.40729855806532,4142.876609535468
209,135,-98.75,37.225132,1.0,2,-10.331020996346545,4135.36848504674
210,135,-97.5,37.225132,1.0,2,100.68038408593524,4129.344980634125
211,135,-96.25,37.225132,1.0,2,211.64075968914653,4124.797972611024
212,135,-95.0,37.225132,1.0,2,322.5641397994927,4121.721332602498
213,135,-93.75,37.225132,1.0,2,433.4646950138784,4120.11091595324
214,135,-92.5,37.225132,1.0,2,544.3566794476922,4119.964553855706
215,135,-91.25,37.225132,1.0,2,655.2543784280484,4121.282049220703
216,135,-90.0,37.225132,1.0,2,766.1720564807681,4124.065176301772
217,135,-88.75,37.225132,1.0,2,877.1239051215778,4128.31768407443
218,135,-87.5,37.225132,1.0,2,988.1239899605515,4134.045303360957
219,135,-86.25,37.225132,1.0,2,1099.1861966237523,4141.255757680736
220,135,-85.0,37.225132,1.0,2,1210.3241749873648,4149.95877779447
221,135,-83.75,37.225132,1.0,2,1321.5512812072939,4160.166119897667
222,135,-82.5,37.225132,1.0,2,1432.8805170112817,4171.891587403784
223,135,-81.25,37.225132,1.0,2,1544.3244657010005,4185.151056240106
224,135,-80.0,37.225132,1.0,2,1655.8952242884245,4199.962503559004
225,135,-78.75,37.225132,1.0,2,1767.6043311639378,4216.346039743038
226,135,-77.5,37.225132,1.0,2,1879.4626886633382,4234.323943553879
190,136,-122.5,38.167538,0.8138049,2,-2107.6073379170193,4661.063913572522
191,136,-121.25,38.167538,1.0,2,-1995.5529989683703,4622.848720103372
192,136,-120.0,38.167538,1.0,2,-1883.6481432328997,4586.632709169581
193,136,-118.75,38.167538,1.0,2,-1771.899085998727,4552.368369282653
194,136,-117.5,38.167538,1.0,2,-1660.310025723327,4520.0106818872055
195,136,-116.25,38.167538,1.0,2,-1548.8832302305912,4489.517091934631
